# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.phenix.bnl.gov/phenix/WWW/info/data/ppg133/app_pi0raa.txt
# Experiment PHENIX
# System AuAu200
# Centrality 0to93
# XY pT RAA 
# Label x y stat,low stat,high corr,low corr,high global,low global,high 
5.25 3.1047e-01 1.4276e-03 1.4276e-03 3.9704e-02 3.9704e-02 4.3782e-02 4.3782e-02
5.75 3.0023e-01 1.8622e-03 1.8622e-03 3.8482e-02 3.8482e-02 4.2338e-02 4.2338e-02
6.25 3.0128e-01 2.4782e-03 2.4782e-03 3.8702e-02 3.8702e-02 4.2486e-02 4.2486e-02
6.75 3.0253e-01 3.2450e-03 3.2450e-03 3.8953e-02 3.8953e-02 4.2662e-02 4.2662e-02
7.25 2.9625e-01 4.0024e-03 4.0024e-03 3.8246e-02 3.8246e-02 4.1776e-02 4.1776e-02
7.75 3.0306e-01 5.1066e-03 5.1066e-03 3.9242e-02 3.9242e-02 4.2738e-02 4.2738e-02
8.25 3.0701e-01 6.4169e-03 6.4169e-03 3.7317e-02 3.7317e-02 4.3294e-02 4.3294e-02
8.75 2.9729e-01 7.4500e-03 7.4500e-03 3.6297e-02 3.6297e-02 4.1924e-02 4.1924e-02
9.25 3.1230e-01 9.6474e-03 9.6474e-03 3.8391e-02 3.8391e-02 4.4040e-02 4.4040e-02
9.75 3.3679e-01 1.2778e-02 1.2778e-02 4.2584e-02 4.2584e-02 4.7493e-02 4.7493e-02
11 3.2398e-01 8.7928e-03 8.7928e-03 4.8477e-02 4.8477e-02 4.5686e-02 4.5686e-02
13 3.4575e-01 1.7682e-02 1.7682e-02 7.2200e-02 7.2200e-02 4.8757e-02 4.8757e-02
15 4.3700e-01 4.0117e-02 4.0117e-02 1.2203e-01 1.2203e-01 6.1625e-02 6.1625e-02
17 4.3444e-01 6.7447e-02 6.7447e-02 1.5506e-01 1.5506e-01 6.1264e-02 6.1264e-02
19 3.7505e-01 9.9637e-02 9.9637e-02 1.6370e-01 1.6370e-01 5.2889e-02 5.2889e-02
