# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.phenix.bnl.gov/phenix/WWW/info/data/ppg133/app_pi0raa.txt
# Experiment PHENIX
# System AuAu200
# Centrality 10to20
# XY pT RAA 
# Label x y stat,low stat,high corr,low corr,high global,low global,high 
5.25 2.6303e-01 1.8098e-03 1.8098e-03 3.3637e-02 3.3637e-02 3.1671e-02 3.1671e-02
5.75 2.5814e-01 2.3387e-03 2.3387e-03 3.3088e-02 3.3088e-02 3.1082e-02 3.1082e-02
6.25 2.5446e-01 3.0254e-03 3.0254e-03 3.2687e-02 3.2687e-02 3.0639e-02 3.0639e-02
6.75 2.6251e-01 3.9579e-03 3.9579e-03 3.3800e-02 3.3800e-02 3.1609e-02 3.1609e-02
7.25 2.6427e-01 4.9517e-03 4.9517e-03 3.4117e-02 3.4117e-02 3.1820e-02 3.1820e-02
7.75 2.6460e-01 6.1485e-03 6.1485e-03 3.4261e-02 3.4261e-02 3.1860e-02 3.1860e-02
8.25 2.7572e-01 7.8097e-03 7.8097e-03 3.3513e-02 3.3513e-02 3.3199e-02 3.3199e-02
8.75 2.6913e-01 9.0856e-03 9.0856e-03 3.2859e-02 3.2859e-02 3.2406e-02 3.2406e-02
9.25 2.8791e-01 1.1763e-02 1.1763e-02 3.5392e-02 3.5392e-02 3.4667e-02 3.4667e-02
9.75 3.0434e-01 1.5093e-02 1.5093e-02 3.8481e-02 3.8481e-02 3.6645e-02 3.6645e-02
11 2.9496e-01 1.0383e-02 1.0383e-02 4.4135e-02 4.4135e-02 3.5516e-02 3.5516e-02
13 3.0381e-01 2.0055e-02 2.0055e-02 6.3441e-02 6.3441e-02 3.6581e-02 3.6581e-02
15 3.8696e-01 4.6316e-02 4.6316e-02 1.0806e-01 1.0806e-01 4.6594e-02 4.6594e-02
17 4.0000e-01 8.9403e-02 8.9403e-02 1.4276e-01 1.4276e-01 4.8163e-02 4.8163e-02
19 3.2404e-01 1.3303e-01 1.3303e-01 1.4144e-01 1.4144e-01 3.9017e-02 3.9017e-02
