# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.phenix.bnl.gov/phenix/WWW/info/data/ppg133/app_pi0raa.txt
# Experiment PHENIX
# System AuAu200
# Centrality 60to70
# XY pT RAA 
# Label x y stat,low stat,high corr,low corr,high global,low global,high 
5.25 7.7264e-01 9.1000e-03 9.1000e-03 9.8807e-02 9.8807e-02 1.5736e-01 1.5736e-01
5.75 7.8509e-01 1.2398e-02 1.2398e-02 1.0063e-01 1.0063e-01 1.5990e-01 1.5990e-01
6.25 7.6421e-01 1.6569e-02 1.6569e-02 9.8169e-02 9.8169e-02 1.5564e-01 1.5564e-01
6.75 8.2782e-01 2.2461e-02 2.2461e-02 1.0659e-01 1.0659e-01 1.6860e-01 1.6860e-01
7.25 7.4905e-01 2.6962e-02 2.6962e-02 9.6703e-02 9.6703e-02 1.5256e-01 1.5256e-01
7.75 7.5756e-01 3.4308e-02 3.4308e-02 9.8092e-02 9.8092e-02 1.5429e-01 1.5429e-01
8.25 7.7468e-01 4.2964e-02 4.2964e-02 9.4160e-02 9.4160e-02 1.5778e-01 1.5778e-01
8.75 7.6356e-01 5.2660e-02 5.2660e-02 9.3226e-02 9.3226e-02 1.5551e-01 1.5551e-01
9.25 6.7455e-01 6.3670e-02 6.3670e-02 8.2920e-02 8.2920e-02 1.3738e-01 1.3738e-01
9.75 9.5094e-01 9.2479e-02 9.2479e-02 1.2024e-01 1.2024e-01 1.9368e-01 1.9368e-01
11 7.1348e-01 5.5163e-02 5.5163e-02 1.0676e-01 1.0676e-01 1.4531e-01 1.4531e-01
13 9.3343e-01 1.1539e-01 1.1539e-01 1.9492e-01 1.9492e-01 1.9011e-01 1.9011e-01
15 1.2588e+00 2.8186e-01 2.8186e-01 3.5152e-01 3.5152e-01 2.5637e-01 2.5637e-01
17 2.3914e+00 7.8757e-01 7.8757e-01 8.5354e-01 8.5354e-01 4.8706e-01 4.8706e-01
19 8.0396e-01 8.2128e-01 8.2128e-01 3.5091e-01 3.5091e-01 1.6374e-01 1.6374e-01
