# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.phenix.bnl.gov/phenix/WWW/info/data/ppg133/app_pi0raa.txt
# Experiment PHENIX
# System AuAu200
# Centrality 70to80
# XY pT RAA 
# Label x y stat,low stat,high corr,low corr,high global,low global,high 
5.25 8.7012e-01 1.4221e-02 1.4221e-02 1.1127e-01 1.1127e-01 2.1285e-01 2.1285e-01
5.75 8.7313e-01 1.9402e-02 1.9402e-02 1.1192e-01 1.1192e-01 2.1358e-01 2.1358e-01
6.25 8.7360e-01 2.6043e-02 2.6043e-02 1.1222e-01 1.1222e-01 2.1370e-01 2.1370e-01
6.75 8.6078e-01 3.3547e-02 3.3547e-02 1.1083e-01 1.1083e-01 2.1056e-01 2.1056e-01
7.25 9.2983e-01 4.5199e-02 4.5199e-02 1.2004e-01 1.2004e-01 2.2745e-01 2.2745e-01
7.75 8.9040e-01 5.8816e-02 5.8816e-02 1.1529e-01 1.1529e-01 2.1781e-01 2.1781e-01
8.25 8.8234e-01 6.8828e-02 6.8828e-02 1.0725e-01 1.0725e-01 2.1584e-01 2.1584e-01
8.75 9.5200e-01 8.2823e-02 8.2823e-02 1.1623e-01 1.1623e-01 2.3288e-01 2.3288e-01
9.25 8.8981e-01 1.0679e-01 1.0679e-01 1.0938e-01 1.0938e-01 2.1766e-01 2.1766e-01
9.75 1.0239e+00 1.3071e-01 1.3071e-01 1.2946e-01 1.2946e-01 2.5045e-01 2.5045e-01
11 7.5518e-01 7.9215e-02 7.9215e-02 1.1300e-01 1.1300e-01 1.8473e-01 1.8473e-01
13 1.0687e+00 1.8246e-01 1.8246e-01 2.2317e-01 2.2317e-01 2.6142e-01 2.6142e-01
15 6.4479e-01 2.9312e-01 2.9312e-01 1.8006e-01 1.8006e-01 1.5773e-01 1.5773e-01
17 1.0232e+00 7.3607e-01 7.3607e-01 3.6518e-01 3.6518e-01 2.5029e-01 2.5029e-01
