# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.phenix.bnl.gov/phenix/WWW/info/data/ppg133/app_pi0raa.txt
# Experiment PHENIX
# System AuAu200
# Centrality 80to93
# XY pT RAA 
# Label x y stat,low stat,high corr,low corr,high global,low global,high 
5.25 8.2983e-01 2.0588e-02 2.0588e-02 1.0612e-01 1.0612e-01 1.7305e-01 1.7305e-01
5.75 8.3848e-01 2.8150e-02 2.8150e-02 1.0747e-01 1.0747e-01 1.7485e-01 1.7485e-01
6.25 8.5371e-01 3.8972e-02 3.8972e-02 1.0967e-01 1.0967e-01 1.7803e-01 1.7803e-01
6.75 9.0704e-01 5.0871e-02 5.0871e-02 1.1679e-01 1.1679e-01 1.8915e-01 1.8915e-01
7.25 9.4643e-01 6.7196e-02 6.7196e-02 1.2219e-01 1.2219e-01 1.9737e-01 1.9737e-01
7.75 8.5658e-01 8.1155e-02 8.1155e-02 1.1091e-01 1.1091e-01 1.7863e-01 1.7863e-01
8.25 9.0385e-01 1.0537e-01 1.0537e-01 1.0986e-01 1.0986e-01 1.8849e-01 1.8849e-01
8.75 6.9039e-01 1.2998e-01 1.2998e-01 8.4292e-02 8.4292e-02 1.4397e-01 1.4397e-01
9.25 7.5655e-01 1.3531e-01 1.3531e-01 9.3001e-02 9.3001e-02 1.5777e-01 1.5777e-01
9.75 6.4190e-01 1.5285e-01 1.5285e-01 8.1164e-02 8.1164e-02 1.3386e-01 1.3386e-01
11 9.3962e-01 1.3227e-01 1.3227e-01 1.4060e-01 1.4060e-01 1.9595e-01 1.9595e-01
13 6.6368e-01 2.1209e-01 2.1209e-01 1.3859e-01 1.3859e-01 1.3840e-01 1.3840e-01
15 2.9631e-01 2.9729e-01 2.9729e-01 8.2745e-02 8.2745e-02 6.1791e-02 6.1791e-02
17 1.1764e+00 1.1867e+00 1.1867e+00 4.1988e-01 4.1988e-01 2.4533e-01 2.4533e-01
