# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.phenix.bnl.gov/phenix/WWW/info/data/ppg133/app_pi0raa.txt
# Experiment PHENIX
# System AuAu200
# Centrality 0to5
# XY pT RAA 
# Label x y stat,low stat,high corr,low corr,high global,low global,high 
5.25 1.7528e-01 1.7519e-03 1.7519e-03 2.2416e-02 2.2416e-02 2.1445e-02 2.1445e-02
5.75 1.7531e-01 2.2016e-03 2.2016e-03 2.2470e-02 2.2470e-02 2.1447e-02 2.1447e-02
6.25 1.7560e-01 2.7955e-03 2.7955e-03 2.2557e-02 2.2557e-02 2.1483e-02 2.1483e-02
6.75 1.8227e-01 3.5744e-03 3.5744e-03 2.3469e-02 2.3469e-02 2.2300e-02 2.2300e-02
7.25 1.7485e-01 4.2741e-03 4.2741e-03 2.2574e-02 2.2574e-02 2.1392e-02 2.1392e-02
7.75 1.8145e-01 5.3353e-03 5.3353e-03 2.3496e-02 2.3496e-02 2.2200e-02 2.2200e-02
8.25 1.8936e-01 6.6669e-03 6.6669e-03 2.3016e-02 2.3016e-02 2.3167e-02 2.3167e-02
8.75 1.7661e-01 7.6220e-03 7.6220e-03 2.1562e-02 2.1562e-02 2.1606e-02 2.1606e-02
9.25 2.0798e-01 1.0048e-02 1.0048e-02 2.5566e-02 2.5566e-02 2.5444e-02 2.5444e-02
9.75 2.2883e-01 1.3090e-02 1.3090e-02 2.8934e-02 2.8934e-02 2.7996e-02 2.7996e-02
11 2.0791e-01 8.6523e-03 8.6523e-03 3.1109e-02 3.1109e-02 2.5436e-02 2.5436e-02
13 2.4546e-01 1.7960e-02 1.7960e-02 5.1257e-02 5.1257e-02 3.0030e-02 3.0030e-02
15 2.9822e-01 4.1929e-02 4.1929e-02 8.3280e-02 8.3280e-02 3.6485e-02 3.6485e-02
17 3.1373e-01 7.6345e-02 7.6345e-02 1.1198e-01 1.1198e-01 3.8383e-02 3.8383e-02
19 3.3084e-01 1.4284e-01 1.4284e-01 1.4441e-01 1.4441e-01 4.0475e-02 4.0475e-02
